"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2016,315000,25000,1,2,1
2011,189000,70000,2,2,2
2014,580000,120000,2,2,1
2009,150000,153000,2,2,2
2018,825000,35000,2,2,1
2016,650000,60000,2,2,2
2004,50000,62000,1,2,2
2011,200000,120000,1,2,2
2013,135000,120000,2,2,3
2017,680000,80000,2,2,1
2017,670000,80000,2,2,1
2010,1000000,60000,2,1,1
2010,240000,80000,1,2,2
2014,555000,147279,2,2,2
2013,455000,98000,2,2,1
2018,750000,25000,2,2,1
2016,700000,90000,2,1,1
2016,220000,22000,1,1,1
2014,160000,120000,2,2,1
2013,225000,100000,2,2,2
2008,140000,120000,2,2,2
2014,600000,70000,2,2,2
2015,1000000,24700,2,2,1
2008,65000,100000,1,2,3
2019,500000,10000,1,2,1
2017,1100000,88754,2,2,1
2011,325000,53287,1,2,1
2017,1150000,43526,2,2,1
2012,320000,55885,1,2,1
2019,950000,16034,2,2,1
2012,250000,156040,2,2,1
2004,400000,93415,2,2,1
2008,1100000,122000,2,1,2
2017,600000,20000,2,2,1
2017,509999,46000,1,2,1
2016,395000,50000,1,2,3
2018,469000,5000,1,2,1
2017,250000,42000,1,2,1
2011,130000,68519,1,2,1
2019,906000,30000,2,2,1
2011,160000,85000,2,2,1
2012,300000,88000,1,2,1
2010,60000,100000,1,2,4
2014,400000,100000,1,2,2
2018,450000,22966,1,2,1
2014,465000,80000,2,2,2
2012,325000,80000,2,2,2
2008,150000,70000,1,2,2
2014,250000,2350,1,2,1
2011,175000,50000,1,2,1
2010,175000,58000,1,2,1
2006,150000,80000,1,2,2
2018,797000,60000,2,2,1
2019,800000,35000,1,2,1
2019,750000,59872,2,2,1
2011,400000,140000,2,2,2
2012,160000,110000,1,2,1
2016,700000,91182,2,2,1
2010,160000,60000,1,2,3
2012,400000,100000,2,2,1
2013,451000,120000,2,2,1
2002,40000,80000,1,2,1
2012,300000,70000,2,2,3
2017,421000,59500,1,2,2
2000,80000,100000,3,2,2
2016,950000,45000,2,2,1
2011,395000,75500,2,2,2
2016,950000,46000,2,2,2
2013,270000,60000,1,2,1
2009,360000,60000,1,1,2
2008,235000,152500,2,2,1
2014,1850000,60000,2,1,2
2015,1900000,130000,2,1,1
2017,550000,23456,1,2,1
2015,1225000,39000,2,2,1
2017,700000,15000,1,2,1
2017,1650000,69123,2,2,1
2012,376000,26000,1,2,1
2017,875000,77524,2,2,1
2014,459999,40523,1,2,2
2018,755000,39000,2,2,1
2010,1050000,220000,2,2,2
2004,215000,218000,2,2,2
2015,1050000,120000,2,2,2
2018,800000,25000,1,1,1
2015,600000,31000,2,2,2
2017,530000,42000,1,2,1
2015,450000,80000,1,2,1
2011,235000,60000,1,2,1
2013,550000,240000,2,2,1
2013,395000,35000,1,1,2
2018,450000,35000,1,2,1
2019,600000,5000,1,2,1
2016,610000,110000,2,2,1
2017,690000,20000,1,2,1
2018,790000,15000,1,2,1
2014,254999,40000,1,2,2
2016,500000,41000,1,2,1
2011,340000,100000,2,2,2
2008,150000,120000,2,2,1
2007,245000,110000,2,2,3
2015,515000,120000,2,2,2
2008,122000,60000,2,2,2
2009,160000,35000,1,2,3
2007,110000,120000,1,2,2
2014,360000,70000,2,2,1
2009,210000,110000,2,2,1
2011,260000,90000,2,2,3
2007,128000,60000,1,2,2
2015,600000,80000,2,2,2
2010,800000,151000,2,2,2
2019,675000,25000,2,2,1
2015,1000000,24700,2,2,1
2008,65000,100000,1,2,3
2019,500000,10000,1,2,1
2010,300000,50000,1,2,1
2009,125000,80000,1,2,1
2017,550000,25000,1,2,1
2007,150000,80000,1,2,3
2017,891000,80000,2,2,1
2015,1050000,70000,2,2,1
2018,750000,15000,1,2,1
2012,380000,27500,1,2,1
2013,800000,110000,2,2,2
2010,200000,120000,1,2,1
2016,700000,70000,2,2,1
2002,229999,290000,2,2,1
2010,300000,74000,1,2,2
2015,670000,120000,2,2,1
2007,210000,140000,1,2,1
2017,370000,40000,1,2,1
2019,600000,20000,1,1,1
2020,810000,15000,2,2,1
2006,80000,35000,1,2,1
2019,346000,16000,1,2,1
2005,55000,130000,1,2,1
2012,250000,118000,2,2,2
2006,120000,44000,1,2,2
2013,600000,50000,2,2,2
2016,330000,60000,1,2,1
2014,400000,147000,1,2,2
2004,100000,40000,2,2,2
2014,450000,100000,1,2,3
2017,800000,55000,2,2,1
2015,340000,40000,2,2,2
2010,225000,64000,2,2,3
2002,55000,100000,1,2,2
2016,900000,50000,2,2,1
2014,2500000,30000,2,1,1
2018,465000,30000,1,2,1
2004,70000,150000,1,2,1
2016,400000,24177,1,2,1
2012,185000,80000,2,2,1
2006,140000,150000,1,2,2
2015,415000,120000,2,2,2
2012,532000,121779,2,2,1
2017,600000,56000,2,2,1
2008,150000,100000,1,2,4
2018,459999,12000,1,2,1
2017,800000,15381,2,2,1
2011,310000,5000,2,2,1
2014,475000,40000,2,2,1
2016,310000,35000,3,2,2
2018,350000,10000,1,2,1
2019,1800000,10000,2,2,1
2018,640000,25000,1,1,1
2017,350000,50000,1,1,1
2018,600000,30000,1,2,1
2015,575000,23000,2,2,1
2019,974000,15000,2,2,1
2018,445000,5000,1,1,2
2015,580000,15000,2,2,2
2020,1050000,20000,2,2,1
2015,600000,50000,2,2,1
2017,370000,40000,1,2,2
2007,150000,70000,1,2,3
2017,483000,15000,1,2,1
2016,470000,10000,1,2,1
2018,950000,25000,2,2,1
2013,450000,50000,1,2,3
2011,345000,70000,1,2,1
2020,600000,5000,1,1,1
2009,300000,60000,1,2,1
2007,160000,74800,1,2,2
2004,120000,80000,1,2,2
2012,220000,270000,3,2,1
2018,340000,120000,1,2,1
2007,138000,120000,1,2,2
2000,100000,250000,2,2,4
2010,231000,80000,1,2,3
2013,800000,120000,2,2,2
2019,960000,20000,1,2,1
2009,120000,70000,1,2,2
2012,270000,40000,1,2,1
2011,200000,100000,1,2,2
2012,328000,123000,1,2,1
2012,432000,77000,2,2,1
2019,565000,7000,1,2,1
2017,390000,70000,1,2,1
2017,600000,30000,2,2,1
2011,250000,120000,2,2,3
2011,165000,70000,1,2,1
2011,421000,105000,1,2,1
2012,225000,109322,1,2,2
2013,350000,120000,2,2,1
2018,1757000,24000,2,2,1
2015,600000,70000,2,2,2
2018,515000,35000,1,2,1
1999,80000,80000,1,2,3
2017,800000,70000,2,2,2
2004,120000,100000,2,2,4
2017,2711000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2017,475000,40000,1,2,1
2015,400000,20000,1,1,1
2004,80000,90000,1,1,2
2011,300000,60000,2,2,1
2011,400000,475000,2,2,3
2009,235000,70000,1,2,2
2015,350000,40000,1,2,2
2017,625000,34000,2,2,2
2014,525000,120000,2,2,1
2018,550000,10000,1,2,1
2015,550000,80000,2,2,2
2006,200000,100000,1,2,2
2011,350000,120000,2,2,1
2006,220000,100000,1,2,2
2016,412000,25000,1,2,1
2009,126000,52000,1,2,2
2013,430000,63000,2,2,1
2009,130000,90000,1,2,2
2017,350000,60000,1,2,1
2011,220000,35000,1,2,1
2011,380000,80000,2,2,1
2010,200000,110000,2,2,2
2015,2000000,20000,2,2,1
2015,610000,90000,2,2,1
2016,2500000,30000,1,1,2
2017,620000,61000,2,2,1
2013,150000,66000,1,2,1
2018,450000,80000,1,2,1
2017,1150000,27000,2,2,2
2018,500000,60000,1,2,1
2011,246000,139000,1,2,1
2017,400000,60000,3,2,1
2008,65000,10000,1,2,2
2016,725000,30000,2,2,1
2014,736000,125000,2,1,1
2018,700000,45000,2,2,1
2011,150000,30000,1,2,1
2010,180000,80500,1,2,2
2014,409999,200000,2,2,1
2013,550000,60000,2,2,1
2004,50000,18000,1,2,2
2006,80000,110000,2,2,2
2005,110000,90000,1,2,2
2006,180000,120000,1,2,2
2017,605000,127000,2,2,1
2017,800000,70000,2,2,1
2011,350000,116500,2,2,1
2012,300000,120000,1,2,1
2008,160000,100000,1,2,4
2011,225000,90000,2,2,2
2009,1025000,120000,2,1,3
2017,1300000,40000,2,1,1
2018,560000,18000,2,2,1
2017,650000,70000,2,2,1
2018,1150000,29000,2,2,1
2016,480000,65755,1,2,1
2019,960000,2600,2,2,1
2017,1050000,46000,2,1,1
2017,310000,15000,1,2,2
2014,500000,60000,2,2,1
2017,350000,15500,1,1,1
2015,365000,120000,2,2,1
2008,165000,120000,2,2,3
2007,100000,120000,2,2,3
2007,240000,80000,2,2,2
2019,925000,40000,2,2,1
2018,590000,15000,1,2,1
2013,525000,110000,2,2,2
2014,720000,80000,2,2,2
2017,850000,50000,2,1,1
2010,490000,110000,2,1,1
2013,325000,100000,2,2,1
2019,1200000,20000,2,1,1
2012,450000,135000,2,2,1
2014,300000,50700,2,2,1
2013,365000,70000,2,2,2
2007,500000,120000,1,1,1
2014,900000,112000,2,2,2
2018,700000,35000,2,2,1
2017,880000,50000,2,2,1
2014,700000,121000,2,2,3
2009,380000,120000,2,2,2
2006,150000,90000,1,2,3
2014,235000,70000,3,2,2
2018,320000,20000,1,2,1
2015,550000,60000,2,2,1
2016,3200000,40000,2,1,1
2013,750000,440000,2,2,2
2017,645000,60000,2,2,1
2015,300000,110000,1,2,1
2016,580000,152000,2,2,1
2011,220000,220000,1,2,4
2013,451000,70000,2,2,1
2018,850000,50000,1,2,1
2011,300000,125000,2,2,1
2016,350000,60000,1,2,1
2014,300000,90000,3,2,1
2017,390000,30000,3,2,1
2016,1200000,90000,2,2,1
2017,550000,20000,1,2,1
2012,300000,110000,2,2,3
2012,300000,150000,2,2,2
2012,350000,110000,2,2,1
2015,880000,120000,2,2,2
2010,160000,120000,3,2,2
2012,250000,80000,2,2,4
2016,660000,110000,2,2,1
2015,450000,40000,1,2,1
2012,400000,110000,2,2,2
2019,1300000,20000,2,2,1
2013,229999,230000,2,2,1
2010,140000,60000,1,2,1
2012,195000,35000,1,2,2
2015,500000,45000,1,2,1
2012,60000,45000,1,2,1
2016,400000,25000,1,2,1
2014,400000,10000,1,2,1
2018,380000,19000,1,2,1
2019,579000,10000,1,2,1
2019,400000,25000,1,2,1
2012,270000,30000,1,2,1
2014,500000,90000,2,2,1
2017,475000,20000,1,2,1
2018,850000,48000,2,2,1
2009,475000,120000,2,2,1
2012,370000,210000,2,2,2
2010,187000,200400,1,2,2
2008,195000,110000,1,2,2
2014,459999,38000,2,2,1
2004,135000,90000,1,2,2
2017,850000,43000,2,2,1
2018,500000,25000,1,2,1
2016,385000,26000,1,2,2
2006,135000,120000,2,2,2
2008,120000,70000,1,2,3
2006,200000,60000,1,2,3
2007,200000,120000,2,2,2
2016,700000,20000,1,2,1
2013,290000,25000,2,2,1
2017,725000,60000,2,2,1
2008,200000,80000,2,2,1
2014,155000,80000,1,2,1
2019,690000,1303,1,2,1
2018,3975000,31800,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2017,4100000,17000,1,1,1
2016,2000000,68089,1,1,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2018,2475000,2000,2,1,1
2019,5200000,17000,1,1,1
2019,4500000,21000,2,1,1
2017,6000000,37000,2,1,1
2018,4000000,10000,2,1,1
2019,1125000,3500,1,1,1
2016,1898999,46000,2,1,1
2017,1650000,52000,1,1,1
2011,280000,20000,1,2,2
2019,450000,25000,1,2,1
2006,135000,70000,1,2,2
2014,650000,40000,2,2,1
2020,650000,7300,1,2,1
2018,750000,25000,2,2,1
2010,150000,100000,1,2,1
2017,500000,35000,2,2,1
2012,311000,100000,2,2,1
2013,425000,80000,2,2,2
2010,260000,60000,1,2,1
2014,400000,110000,2,2,2
2017,575000,70000,2,2,2
2008,175000,40000,1,2,1
2010,250000,90000,3,2,2
2012,400000,95000,2,2,1
2011,350000,200000,2,2,2
2015,484999,30000,2,2,1
2015,484999,30000,2,2,1
2013,350000,70000,2,2,2
2014,1400000,80000,2,1,2
2012,250000,100000,2,2,3
2017,655000,70000,2,2,1
2016,500000,30000,2,2,1
2016,300000,15000,1,2,1
2018,650000,21000,2,2,1
2014,300000,35000,1,2,1
2016,475000,25000,1,2,1
2017,450000,30000,1,2,1
2019,754000,10000,2,2,1
2013,300000,40000,1,2,1
2014,250000,25000,1,2,1
2018,725000,15000,2,2,1
2008,95000,70000,1,2,1
2018,475000,7800,1,2,1
2014,575000,55000,2,2,1
2016,350000,30000,1,2,1
2013,330000,125000,2,2,2
2016,482000,50000,1,2,1
2017,625000,40000,2,2,4
2017,380000,30000,1,2,1
2016,310000,30000,1,2,1
2009,280000,35000,1,2,1
2018,900000,30000,1,1,1
2010,250000,60000,1,2,1
2017,750000,39000,1,2,1
2019,420000,15000,1,2,1
2019,670000,5000,1,2,1
2016,420000,9750,1,2,2
2016,1800000,110000,2,2,1
2018,900000,35000,1,2,1
2015,1200000,10000,2,2,1
2003,195000,157138,2,2,3
2007,185000,120000,2,2,4
2008,185000,110000,1,2,4
2018,1525000,46000,2,2,1
2006,215000,102000,1,2,3
2015,210000,50000,1,2,2
2016,1700000,110000,2,2,2
1991,55000,120000,4,2,2
2009,530000,285000,2,2,3
2015,800000,50000,1,2,1
2014,570000,70000,2,2,2
2012,350000,120000,2,2,2
2011,350000,93000,2,2,2
2018,750000,50000,2,2,1
2011,160000,100000,1,2,2
2010,150000,70000,2,2,3
2008,250000,90000,2,2,3
2019,562000,5000,1,2,1
2012,290000,27000,1,2,1
2014,600000,122000,2,2,2
2015,401000,74000,2,2,2
2019,750000,6500,1,1,1
2007,240000,80000,2,2,2
2012,229999,50000,1,2,1
2013,500000,50000,2,2,1
2010,350000,80000,1,2,1
2018,217000,25000,1,2,1
2018,670000,35000,2,2,1
2011,225000,30000,1,2,1
2020,737000,10000,1,1,1
2014,300000,80000,1,2,1
2008,85000,120000,2,2,1
2010,195000,120000,2,2,2
2017,675000,127991,2,2,1
1999,150000,198000,2,2,2
2010,290000,65000,1,2,1
2002,95000,90000,1,2,3
2018,889000,20000,2,2,1
2016,400000,60000,1,2,1
2018,390000,13120,1,2,1
2017,1550000,87500,2,2,1
2014,600000,125000,2,2,1
2018,800000,25000,1,1,1
2013,600000,120000,2,2,3
2015,795000,35000,1,2,1
2016,735000,25000,2,2,1
2005,250000,120000,2,2,3
2018,400000,25000,1,1,1
2014,395000,140000,2,2,1
2005,130000,79000,2,2,2
2015,600000,125000,2,2,1
2016,720000,80000,2,2,1
2011,450000,110000,1,2,3
2010,220000,80000,2,2,2
2014,545000,100000,2,2,2
2011,370000,100000,2,2,2
2010,450000,78000,2,2,1
2018,750000,15000,1,1,1
2015,1100000,70000,2,2,1
2019,711000,5000,1,2,1
2016,285000,75000,1,2,1
2020,749000,5500,1,2,1
2016,550000,80000,2,2,2
2010,300000,120000,2,2,2
2017,625000,70000,2,2,1
2017,650000,80000,1,2,2
2014,575000,120000,2,2,3
2016,631000,75000,2,2,2
2010,220000,80000,2,2,2
2017,600000,40000,1,2,2
1997,160000,100000,2,2,4
2012,390000,120000,2,2,1
2007,375000,110000,2,2,4
2010,340000,110000,2,2,1
2019,670000,2000,2,2,1
2014,530000,80000,2,2,2
2015,350000,38000,1,1,2
2014,415000,46000,1,2,1
2014,700000,102000,2,2,1
2012,925000,96000,2,1,2
2017,375000,20000,1,1,1
2015,575000,16000,1,2,1
2013,425000,23000,1,2,1
2011,245000,25000,1,2,1
2015,540000,35000,1,2,2
2011,1000000,90000,2,1,1
2013,291000,37000,1,2,1
2017,600000,34000,1,2,2
2012,355000,60000,1,2,1
2010,225000,50000,1,2,1
2013,350000,37000,1,2,1
2012,200000,38000,1,2,2
2017,600000,40000,2,2,1
2012,434999,57000,1,2,1
2014,440000,62200,1,2,1
2013,390000,77000,2,2,1
1997,50000,110000,1,2,2
2012,450000,30000,1,2,1
2009,125000,60000,1,2,3
2014,999000,25000,2,2,1
2005,225000,188000,2,2,1
2010,85000,150000,1,2,3
2012,150000,40000,1,2,1
2014,500000,120000,2,2,1
2011,220000,70000,1,2,3
2014,999000,25000,2,2,1
2017,957000,60000,2,2,1
2006,1050000,250000,2,2,1
2018,320000,35000,1,2,1
2016,300000,15000,1,2,1
2010,270000,98000,2,2,1
2011,170000,62000,1,2,3
2010,270000,90000,2,2,2
2013,140000,110000,1,2,2
2010,170000,90000,1,2,3
2019,1450000,10000,2,2,1
2019,1200000,25000,2,2,1
2019,834000,13000,2,2,1
2017,450000,80000,2,2,1
2014,575000,40000,2,2,3
2019,900000,20000,2,2,1
2008,149000,87540,4,2,3
2007,100000,84000,4,2,3
2011,325000,160000,2,2,3
2012,400000,100000,2,2,2
2017,250000,35000,1,2,2
2010,225000,60000,1,2,2
2012,300000,70000,2,2,1
2015,459999,60000,2,2,2
2016,825000,35000,2,2,2
2012,150000,231438,2,2,2
2016,710000,71000,2,2,1
2008,200000,90000,1,2,1
2016,425000,70000,2,2,1
2007,45000,80000,1,2,1
2011,380000,239451,2,2,2
2000,150000,50000,2,2,1
2009,240000,90000,2,2,1
2016,1150000,154000,2,2,1
2013,520000,109000,2,2,2
2016,675000,120000,2,2,2
2006,170000,77000,2,2,1
2012,297000,100000,3,2,3
2009,250000,110000,2,2,1
2005,200000,200000,2,2,2
2008,225000,120000,2,2,4
2016,380000,39000,1,2,3
2005,40000,96000,1,2,4
2014,575000,90000,2,2,1
2010,300000,135000,2,2,2
2018,450000,90000,2,2,1
2003,45000,90000,1,2,4
2010,950000,426000,2,2,1
2017,745000,35000,2,2,1
2016,509999,120000,2,2,1
2009,142000,110000,1,2,1
2009,185000,50000,1,2,1
2012,300000,77000,2,2,1
2007,210000,120000,1,2,2
2008,260000,120000,1,2,2
2013,430000,190000,2,2,2
2013,600000,110000,2,2,2
2010,400000,30000,1,2,1
2012,400000,182000,2,2,2
2017,669000,60000,2,2,1
2019,509999,40000,1,2,1
2016,616000,112000,2,2,1
2013,530000,80000,2,2,2
2010,190000,90000,2,2,2
2015,700000,140000,2,2,2
2012,250000,188000,2,2,2
2014,225000,60000,1,2,2
2017,470000,30000,1,2,1
2019,900000,40000,2,2,1
2013,170000,70000,2,2,1
2013,140000,100000,2,2,1
2011,95000,44000,1,2,2
2016,280000,110000,1,2,2
2012,470000,215000,2,2,1
2011,129000,80000,1,2,2
2012,165000,70000,2,2,2
2016,600000,25000,1,2,1
2012,260000,31000,1,2,1
2005,70000,50000,1,2,3
2015,515000,120000,1,2,2
2012,225000,60000,2,2,1
2011,270000,60000,2,2,2
2011,225000,110000,2,2,3
2012,459999,70000,2,2,1
2009,115999,110000,1,2,2
2013,475000,77300,2,2,1
2013,1925000,91500,2,1,1
2011,165000,75000,2,2,2
2015,550000,45000,2,2,1
2017,861000,61260,2,2,1
2019,1050000,26000,2,2,1
2018,3251000,17601,2,1,1
2017,750000,43000,2,2,1
2018,730000,4773,1,2,1
2017,860000,31000,2,1,1
2017,940000,57900,2,2,1
2019,1075000,8600,2,2,1
2016,775000,52000,2,2,1
2013,411000,62000,1,2,1
2012,911000,155000,2,2,1
2016,540000,66000,2,2,1
2016,660000,78010,2,1,1
2018,875000,83844,2,2,1
2015,411000,23999,1,1,1
2016,635000,52000,2,2,1
2012,350000,145000,2,2,3
2018,800000,70000,2,2,2
2015,180000,25000,1,2,2
2014,2000000,51000,2,1,1
2014,490000,120000,2,2,1
2010,180000,55000,1,2,1
2013,310000,91400,1,1,2
2012,275000,48000,3,2,1
2014,450000,80000,2,2,2
2017,500000,50000,2,2,1
2010,245000,185000,2,1,4
2011,275000,125000,2,2,4
2006,200000,178500,1,2,3
2017,1500000,66953,2,2,1
2012,229999,166000,2,2,2
2011,280000,131000,2,2,4
2009,125000,50000,1,2,2
2015,600000,25000,2,2,1
2018,600000,20000,1,2,1
2016,411000,60000,1,2,2
2010,150000,170000,1,2,3
2015,630000,70000,2,2,1
2013,1200000,110000,2,1,1
2019,700000,45000,1,1,1
2010,250000,60000,2,2,2
2016,535000,32000,2,2,1
2016,600000,60000,2,2,1
2003,145000,120000,2,2,4
2015,400000,143000,2,2,1
2015,600000,100000,2,2,1
2018,459999,50000,1,2,1
2018,800000,30000,2,2,1
2017,370000,25000,3,2,1
2012,800000,102000,2,2,2
2013,290000,90000,2,2,1
2018,671000,62000,2,2,1
2012,140000,80000,2,2,4
2011,141000,15000,1,2,3
2009,125000,70000,1,2,2
2013,150000,90000,2,2,2
2007,125000,100000,1,2,3
2018,600000,25000,1,2,2
2017,700000,40000,2,2,1
2017,700000,70000,2,2,1
2017,740000,40000,2,2,1
2011,140000,200000,2,2,2
2018,1150000,35000,2,2,1
2007,300000,155000,2,2,1
2011,300000,110000,1,2,1
2015,530000,110000,2,2,1
2017,530000,80000,2,2,2
2011,210000,50000,1,2,2
2007,130000,90000,1,2,2
2008,148000,80000,4,2,2
2008,585000,120000,2,1,1
2011,270000,105000,2,2,2
2013,375000,40000,1,2,1
2014,725000,141000,2,2,2
2005,350000,15000,2,2,2
2007,180000,150000,2,2,2
2014,425000,80000,2,2,2
2018,900000,25000,2,2,1
2017,570000,51000,2,2,1
2017,290000,40000,2,2,1
2011,229999,40000,2,2,2
2012,300000,70000,2,2,1
2010,220000,110000,2,2,3
2011,409999,80000,2,2,2
2013,355000,136000,2,2,2
2013,695000,120000,2,2,1
2010,320000,120000,2,2,2
2017,710000,120000,2,2,1
2004,85000,120000,2,2,2
2010,409999,210000,2,2,4
2015,550000,90000,2,2,1
2007,215000,100750,1,2,2
2006,110000,140000,1,2,2
2007,170000,110000,1,2,3
2018,850000,40000,1,2,2
2010,350000,148000,2,2,2
2005,120000,190000,1,1,2
2015,250000,155000,2,2,2
2015,433000,70000,2,2,1
2010,1200000,100000,2,2,1
2015,300000,45000,1,2,1
1998,70000,40000,1,2,2
2017,760000,90000,2,2,2
2014,250000,20000,1,2,1
2013,187000,120000,1,2,2
2017,2711000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2013,335000,90000,2,2,2
2016,488000,80000,1,2,2
2008,111000,110000,1,2,3
2015,600000,70000,2,2,1
2020,570000,5000,1,2,1
2007,110000,75000,1,2,2
2014,434999,50000,1,2,1
2014,229999,70000,1,2,1
2014,490000,90000,2,2,2
2011,300000,100000,1,2,2
2017,350000,90000,1,2,1
2019,580000,35000,1,2,1
2017,385000,155000,2,2,1
2019,434999,19500,1,2,1
2018,3200000,50000,2,2,1
2015,495000,30000,1,2,1
2016,575000,53000,2,2,1
2013,200000,120000,2,2,2
2012,140000,120000,2,2,2
2012,300000,64000,2,2,2
2015,350000,50000,1,2,1
2015,250000,80000,2,2,2
2013,280000,80000,2,2,1
2017,600000,5000,1,2,1
2015,700000,25000,1,2,1
2014,560000,72000,2,2,1
2016,565000,72000,2,2,1
2017,880000,65000,2,2,1
2005,250000,80000,2,2,1
2016,550000,120000,2,2,1
2018,530000,60000,2,2,1
2013,750000,110000,2,2,2
2017,310000,35000,1,2,1
2014,620000,130000,2,2,1
2013,400000,188000,2,2,2
2008,67000,80000,2,2,2
2015,480000,80000,2,2,1
2008,110000,48676,1,2,1
2006,105000,60000,1,2,3
2018,475000,40000,1,2,1
2012,275000,120000,2,2,2
2003,40000,70000,2,2,1
2018,300000,15000,1,2,2
2007,100000,70000,1,2,1
2011,70000,80000,2,2,2
2017,900000,60000,2,2,1
2017,650000,120000,2,2,2
2003,55000,120000,1,2,3
2000,50000,180000,1,2,4
2016,550000,70000,1,2,1
2013,475000,250000,2,2,1
2019,425000,15000,1,2,1
2017,900000,65000,2,2,1
2015,516000,90000,1,2,1
2011,150000,70000,1,2,2
2016,400000,30000,1,2,1
2016,800000,79500,2,2,1
2007,165000,90000,1,2,3
2015,1000000,110000,2,2,1
2015,440000,110000,2,2,1
2011,390000,153000,2,2,1
2008,136000,200185,1,2,1
2013,475000,149000,2,2,1
2016,515000,100000,2,2,1
2012,175000,90000,2,2,2
2012,380000,80000,2,2,4
2012,405000,150000,2,2,1
2018,535000,12000,1,2,1
2011,215000,40000,1,2,2
1997,70000,100000,1,2,2
2017,445000,27000,1,2,1
2015,335000,120000,1,2,1
2015,600000,80000,2,2,1
2014,300000,49025,1,2,1
2015,110000,15000,1,2,1
2014,240000,90000,1,2,2
2016,300000,90000,1,2,1
2010,2000000,90000,2,1,2
2007,50000,80000,2,2,3
2009,295000,195000,2,2,2
2006,310000,90000,2,2,3
1997,29999,80000,1,2,3
2016,925000,22000,1,2,1
2016,640000,70000,2,2,1
2012,350000,35000,1,2,1
2013,385000,120000,1,2,1
2013,409999,100000,2,2,2
2016,1300000,40000,2,1,1
2009,210000,60000,1,2,3
2007,300000,110000,2,2,1
2008,450000,112000,2,2,1
2011,170000,70000,2,2,2
2014,650000,140000,2,2,1
1997,125000,94000,1,1,4
2012,145000,70000,1,2,1
2018,681000,27000,2,2,1
2015,635000,173000,2,2,1
2010,140000,80000,1,2,2
2016,750000,86000,2,2,3
2015,611000,80000,2,2,2
2007,110000,120000,1,2,3
2006,100000,100000,1,1,2
2014,225000,120000,2,2,1
2010,250000,190000,2,2,3
2011,385000,120000,2,2,2
2012,135000,70000,1,2,1
2006,65000,100000,1,2,2
2016,260000,120000,1,2,1
2014,465000,120000,2,2,2
2007,150000,80000,1,2,4
2017,430000,20000,1,2,2
2009,200000,81000,1,2,4
2011,125000,90000,1,2,2
2001,45000,60000,1,2,2
2012,124000,40000,1,2,2
2007,80000,80000,1,2,3
2014,545000,35000,3,2,1
2019,1050000,20000,2,2,1
2015,200000,50000,1,2,1
2015,1100000,77000,2,1,2
2014,750000,50000,2,2,1
2016,425000,13500,1,2,1
2016,300000,38000,1,2,1
2019,1200000,14000,2,2,1
2009,240000,70000,1,2,1
2016,450000,55000,2,2,2
2006,80000,150000,1,2,4
2013,500000,160000,2,2,1
2013,295000,50000,2,2,1
2008,100000,120000,2,2,3
2013,700000,76460,2,2,1
2011,180000,125000,2,2,2
2012,225000,110000,2,2,2
2017,310000,25000,1,2,1
2015,625000,30000,2,2,1
2013,275000,70000,4,2,2
2013,245000,110000,1,2,2
2010,160000,200000,1,2,1
2014,250000,80000,1,2,1
2014,450000,76000,2,2,1
2007,85000,150000,2,2,2
2018,1938000,35000,2,2,1
2016,550000,40000,1,2,1
2015,551000,110000,2,2,1
2019,500000,60000,1,2,1
2018,585000,15000,1,2,1
2013,172000,120000,1,2,1
2012,360000,100000,2,2,2
2017,350000,24000,2,2,2
2018,700000,53000,2,2,1
2011,148000,40000,1,2,3
2016,330000,47370,3,2,1
2007,110000,120000,2,2,2
2015,450000,100000,2,2,1
2009,260000,80000,2,2,2
2011,200000,91000,1,2,2
2019,430000,20000,3,2,1
2013,550000,80000,2,2,2
2013,245000,80000,2,2,1
2016,320000,80000,3,2,1
2008,120000,110000,3,2,3
2013,615000,120000,2,2,1
2013,600000,90000,2,1,1
2010,300000,120000,1,2,2
